@RELATION pokemon

@ATTRIBUTE	type	{grass,fire,water,bug,flying,normal,poison,electric,ground}
@ATTRIBUTE	height	REAL
@ATTRIBUTE	weight	REAL
@ATTRIBUTE	name	{Bulbasaur,Ivysaur,Venusaur,Charmander,Charmeleon,Charizard,Squirtle,Wartortle,Blastoise,Caterpie,Metapod,Butterfree,Weedle,Kakuna,Beedrill,Pidgey,Pidgeotto,Pidgeot,Rattata,Raticate,Spearow,Fearow,Ekans,Arbok,Pikachu,Raichu,Sandshrew,Sandslash,NidoranF,Nidorina,Nidoqueen,NidoranM,Nidorino,Nidoking}

@DATA
grass,2.07,100.55,Venusaur
grass,2.2,79.1,Venusaur
grass,2.13,110.64,Venusaur
grass,1.97,99.61,Venusaur
grass,1.86,107.95,Venusaur
grass,1.97,97.66,Venusaur
grass,2.22,102.59,Venusaur
grass,1.65,108.27,Venusaur
grass,2.05,96.36,Venusaur
grass,2.0,102.31,Venusaur
grass,1.9,94.09,Venusaur
grass,2.29,111.1,Venusaur
grass,1.96,92.17,Venusaur
grass,1.92,96.99,Venusaur
grass,1.81,93.45,Venusaur
grass,1.82,102.88,Venusaur
grass,1.84,107.73,Venusaur
grass,2.11,104.16,Venusaur
grass,2.35,96.44,Venusaur
grass,2.01,93.79,Venusaur
grass,2.02,105.72,Venusaur
grass,1.86,81.23,Venusaur
grass,2.32,105.44,Venusaur
grass,2.02,89.22,Venusaur
grass,1.98,99.33,Venusaur
grass,1.82,103.92,Venusaur
grass,1.74,108.95,Venusaur
grass,1.83,91.07,Venusaur
grass,1.8,97.58,Venusaur
grass,1.97,91.58,Venusaur
grass,2.54,102.75,Venusaur
grass,2.13,114.72,Venusaur
grass,2.11,97.48,Venusaur
grass,1.76,109.45,Venusaur
grass,1.9,101.08,Venusaur
grass,1.74,104.7,Venusaur
grass,2.22,96.69,Venusaur
grass,2.01,84.19,Venusaur
grass,1.81,73.87,Venusaur
grass,1.92,109.49,Venusaur
grass,2.26,83.53,Venusaur
grass,2.18,105.62,Venusaur
grass,1.92,93.71,Venusaur
grass,1.96,95.19,Venusaur
grass,2.34,109.09,Venusaur
grass,1.85,97.56,Venusaur
grass,2.19,100.02,Venusaur
grass,2.27,104.7,Venusaur
grass,2.17,92.78,Venusaur
grass,2.04,89.93,Venusaur
grass,2.04,103.84,Venusaur
grass,2.01,112.68,Venusaur
grass,1.7,98.85,Venusaur
grass,2.26,107.02,Venusaur
grass,1.87,89.57,Venusaur
grass,1.89,105.7,Venusaur
grass,2.21,101.94,Venusaur
grass,1.81,90.65,Venusaur
grass,1.84,92.02,Venusaur
grass,2.1,92.25,Venusaur
fire,0.61,7.3,Charmander
fire,0.63,7.86,Charmander
fire,0.69,9.41,Charmander
fire,0.54,9.04,Charmander
fire,0.55,7.86,Charmander
fire,0.63,8.13,Charmander
fire,0.59,10.26,Charmander
fire,0.66,8.18,Charmander
fire,0.6,8.43,Charmander
fire,0.56,8.67,Charmander
fire,0.51,10.52,Charmander
fire,0.53,7.87,Charmander
fire,0.66,8.22,Charmander
fire,0.69,8.67,Charmander
fire,0.62,9.18,Charmander
fire,0.52,8.0,Charmander
fire,0.55,8.68,Charmander
fire,0.65,6.71,Charmander
fire,0.55,7.19,Charmander
fire,0.66,8.72,Charmander
fire,0.5,8.41,Charmander
fire,0.59,9.07,Charmander
fire,0.69,6.6,Charmander
fire,0.63,7.96,Charmander
fire,0.6,7.65,Charmander
fire,0.53,9.16,Charmander
fire,0.61,8.94,Charmander
fire,0.62,8.95,Charmander
fire,0.56,7.08,Charmander
fire,0.67,9.31,Charmander
fire,0.62,8.11,Charmander
fire,0.73,7.82,Charmander
fire,0.54,7.43,Charmander
fire,0.56,8.74,Charmander
fire,0.61,9.47,Charmander
fire,0.57,8.67,Charmander
fire,0.57,8.28,Charmander
fire,0.6,9.66,Charmander
fire,0.62,10.8,Charmander
fire,0.65,8.16,Charmander
fire,0.62,7.21,Charmander
fire,0.64,8.39,Charmander
fire,0.58,7.28,Charmander
fire,0.54,8.35,Charmander
fire,0.54,10.53,Charmander
fire,0.65,9.69,Charmander
fire,0.47,8.63,Charmander
fire,0.59,7.87,Charmander
fire,0.61,8.23,Charmander
fire,0.56,9.32,Charmander
fire,0.55,8.35,Charmander
fire,0.65,7.62,Charmander
fire,0.56,8.73,Charmander
fire,0.55,9.06,Charmander
fire,0.52,9.39,Charmander
fire,0.58,8.9,Charmander
fire,0.55,7.93,Charmander
fire,0.62,8.93,Charmander
fire,0.61,7.6,Charmander
fire,0.53,9.47,Charmander
fire,0.55,8.16,Charmander
fire,0.63,8.6,Charmander
fire,0.63,8.54,Charmander
fire,0.66,8.88,Charmander
fire,0.52,8.44,Charmander
fire,0.6,8.39,Charmander
fire,0.59,8.47,Charmander
fire,0.58,8.58,Charmander
fire,0.59,8.51,Charmander
fire,0.69,8.55,Charmander
fire,0.56,9.87,Charmander
fire,0.6,8.39,Charmander
fire,0.7,8.1,Charmander
fire,0.54,8.55,Charmander
fire,0.59,9.31,Charmander
fire,0.66,9.67,Charmander
fire,0.54,10.33,Charmander
fire,0.65,7.39,Charmander
fire,0.57,8.26,Charmander
fire,0.64,8.65,Charmander
fire,0.49,8.76,Charmander
fire,0.6,7.44,Charmander
fire,0.57,9.45,Charmander
fire,0.52,9.22,Charmander
fire,0.62,8.1,Charmander
fire,0.67,8.81,Charmander
fire,0.66,8.95,Charmander
fire,0.54,8.31,Charmander
fire,0.47,8.37,Charmander
fire,0.53,8.48,Charmander
fire,0.76,8.04,Charmander
fire,0.7,7.5,Charmander
fire,0.57,7.92,Charmander
fire,0.54,8.07,Charmander
fire,0.52,9.3,Charmander
fire,0.56,8.69,Charmander
fire,0.54,9.06,Charmander
fire,0.61,7.71,Charmander
fire,0.74,9.36,Charmander
fire,0.5,6.98,Charmander
fire,0.93,17.29,Charmeleon
fire,1.13,16.4,Charmeleon
fire,1.01,19.66,Charmeleon
fire,1.23,19.29,Charmeleon
fire,1.12,18.88,Charmeleon
fire,1.27,18.31,Charmeleon
fire,1.12,19.97,Charmeleon
fire,1.03,24.19,Charmeleon
fire,1.26,17.66,Charmeleon
fire,1.01,20.98,Charmeleon
fire,1.11,17.41,Charmeleon
fire,1.29,21.53,Charmeleon
fire,1.24,19.91,Charmeleon
fire,0.97,17.78,Charmeleon
fire,1.06,19.96,Charmeleon
fire,1.08,18.78,Charmeleon
fire,1.13,16.41,Charmeleon
fire,0.93,16.91,Charmeleon
fire,1.09,22.24,Charmeleon
fire,0.99,17.28,Charmeleon
fire,1.24,20.49,Charmeleon
fire,0.97,18.54,Charmeleon
fire,1.16,18.14,Charmeleon
fire,0.99,17.28,Charmeleon
fire,1.24,21.15,Charmeleon
fire,0.94,18.45,Charmeleon
fire,1.07,20.67,Charmeleon
fire,1.21,20.27,Charmeleon
fire,0.95,15.27,Charmeleon
fire,1.3,18.58,Charmeleon
fire,1.24,16.83,Charmeleon
fire,1.02,20.66,Charmeleon
fire,1.14,20.27,Charmeleon
fire,1.29,21.01,Charmeleon
fire,1.03,19.97,Charmeleon
fire,1.06,17.68,Charmeleon
fire,1.2,17.68,Charmeleon
fire,1.17,22.04,Charmeleon
fire,1.21,20.01,Charmeleon
fire,0.88,14.88,Charmeleon
fire,1.11,19.57,Charmeleon
fire,1.17,16.54,Charmeleon
fire,1.14,18.84,Charmeleon
fire,0.99,18.66,Charmeleon
fire,1.12,20.82,Charmeleon
fire,1.05,17.82,Charmeleon
fire,1.01,16.21,Charmeleon
fire,1.15,20.98,Charmeleon
fire,1.02,20.11,Charmeleon
fire,1.19,17.7,Charmeleon
fire,0.97,17.61,Charmeleon
fire,1.27,20.94,Charmeleon
fire,0.98,13.05,Charmeleon
fire,1.02,19.2,Charmeleon
fire,1.03,18.11,Charmeleon
fire,0.99,21.29,Charmeleon
fire,1.05,19.46,Charmeleon
fire,1.09,21.82,Charmeleon
fire,1.39,17.25,Charmeleon
fire,1.12,16.34,Charmeleon
fire,1.0,19.02,Charmeleon
fire,1.18,20.22,Charmeleon
fire,1.07,19.74,Charmeleon
fire,1.22,19.07,Charmeleon
fire,0.99,20.3,Charmeleon
fire,1.14,20.89,Charmeleon
fire,0.98,20.06,Charmeleon
fire,1.08,20.16,Charmeleon
fire,0.97,19.83,Charmeleon
fire,1.09,16.41,Charmeleon
fire,1.15,19.32,Charmeleon
fire,1.03,23.02,Charmeleon
fire,0.84,19.25,Charmeleon
fire,0.97,19.56,Charmeleon
fire,1.04,18.65,Charmeleon
fire,1.07,18.55,Charmeleon
fire,1.22,18.25,Charmeleon
fire,1.0,16.84,Charmeleon
fire,1.11,21.48,Charmeleon
fire,1.29,19.2,Charmeleon
fire,1.09,17.96,Charmeleon
fire,1.15,16.22,Charmeleon
fire,1.09,19.91,Charmeleon
fire,1.0,19.07,Charmeleon
fire,1.08,17.1,Charmeleon
fire,1.08,21.06,Charmeleon
fire,0.98,21.3,Charmeleon
fire,1.1,17.22,Charmeleon
fire,0.84,18.71,Charmeleon
fire,1.15,17.39,Charmeleon
fire,0.9,20.26,Charmeleon
fire,0.93,15.63,Charmeleon
fire,1.1,17.99,Charmeleon
fire,1.09,19.13,Charmeleon
fire,1.02,19.05,Charmeleon
fire,1.23,21.04,Charmeleon
fire,0.94,18.21,Charmeleon
fire,1.15,24.65,Charmeleon
fire,0.97,16.24,Charmeleon
fire,1.0,19.18,Charmeleon
fire,1.86,109.39,Charizard
fire,1.34,98.77,Charizard
fire,1.44,96.25,Charizard
fire,1.62,69.15,Charizard
fire,1.54,87.46,Charizard
fire,1.65,103.51,Charizard
fire,1.56,94.82,Charizard
fire,1.86,67.78,Charizard
fire,1.66,97.62,Charizard
fire,1.66,96.95,Charizard
fire,1.9,98.14,Charizard
fire,1.71,88.64,Charizard
fire,1.6,88.7,Charizard
fire,1.77,81.72,Charizard
fire,1.7,76.73,Charizard
fire,1.44,81.49,Charizard
fire,1.38,65.21,Charizard
fire,1.87,80.64,Charizard
fire,1.72,79.42,Charizard
fire,1.49,78.59,Charizard
fire,1.68,80.07,Charizard
fire,1.84,84.03,Charizard
fire,1.68,84.66,Charizard
fire,1.62,111.83,Charizard
fire,1.8,89.53,Charizard
fire,1.87,94.98,Charizard
fire,1.79,89.56,Charizard
fire,1.76,77.77,Charizard
fire,1.63,95.1,Charizard
fire,1.66,73.33,Charizard
fire,1.66,95.35,Charizard
fire,1.81,97.11,Charizard
fire,1.77,82.75,Charizard
fire,1.61,85.09,Charizard
fire,1.88,103.85,Charizard
fire,1.7,100.35,Charizard
fire,1.61,100.77,Charizard
fire,1.57,93.02,Charizard
fire,1.7,87.09,Charizard
fire,1.32,89.82,Charizard
fire,1.48,80.44,Charizard
fire,1.51,94.52,Charizard
fire,1.67,95.21,Charizard
fire,1.45,101.24,Charizard
fire,1.52,97.16,Charizard
fire,1.53,94.37,Charizard
fire,1.72,99.75,Charizard
fire,1.67,103.04,Charizard
fire,1.77,100.01,Charizard
fire,1.56,94.37,Charizard
fire,1.73,83.02,Charizard
fire,1.64,82.11,Charizard
fire,1.99,91.27,Charizard
fire,1.79,82.07,Charizard
fire,1.52,105.92,Charizard
fire,1.66,71.15,Charizard
fire,1.74,95.33,Charizard
fire,1.45,81.83,Charizard
fire,1.76,98.28,Charizard
fire,1.57,95.39,Charizard
fire,2.19,89.95,Charizard
fire,1.69,92.31,Charizard
fire,1.65,96.23,Charizard
fire,1.77,78.72,Charizard
fire,1.85,83.52,Charizard
fire,2.05,82.36,Charizard
fire,1.7,83.7,Charizard
fire,1.51,87.8,Charizard
fire,1.54,87.16,Charizard
fire,1.46,84.78,Charizard
fire,1.9,90.77,Charizard
fire,1.42,83.2,Charizard
fire,1.77,98.92,Charizard
fire,1.71,91.59,Charizard
fire,1.72,87.39,Charizard
fire,1.72,83.53,Charizard
fire,1.94,79.84,Charizard
fire,1.74,94.8,Charizard
fire,2.02,99.99,Charizard
fire,1.54,87.16,Charizard
fire,1.67,81.99,Charizard
fire,1.67,94.15,Charizard
fire,1.48,103.67,Charizard
fire,1.71,72.53,Charizard
fire,1.78,75.42,Charizard
fire,1.85,83.65,Charizard
fire,2.03,86.94,Charizard
fire,1.66,97.91,Charizard
fire,1.99,74.33,Charizard
fire,1.85,95.69,Charizard
fire,1.5,81.42,Charizard
fire,1.8,80.94,Charizard
fire,1.95,88.25,Charizard
fire,1.77,77.99,Charizard
fire,1.83,97.89,Charizard
fire,1.25,116.41,Charizard
fire,1.66,90.87,Charizard
fire,1.68,85.73,Charizard
fire,1.56,82.85,Charizard
fire,1.56,89.78,Charizard
water,0.49,8.25,Squirtle
water,0.48,9.72,Squirtle
water,0.5,8.91,Squirtle
water,0.57,9.24,Squirtle
water,0.48,8.96,Squirtle
water,0.62,10.28,Squirtle
water,0.42,9.1,Squirtle
water,0.36,9.85,Squirtle
water,0.44,9.05,Squirtle
water,0.53,8.25,Squirtle
water,0.52,7.73,Squirtle
water,0.54,11.43,Squirtle
water,0.47,8.24,Squirtle
water,0.5,8.68,Squirtle
water,0.54,8.77,Squirtle
water,0.41,8.43,Squirtle
water,0.44,10.09,Squirtle
water,0.51,9.35,Squirtle
water,0.46,9.85,Squirtle
water,0.45,9.15,Squirtle
water,0.58,10.73,Squirtle
water,0.52,8.69,Squirtle
water,0.53,8.76,Squirtle
water,0.51,9.6,Squirtle
water,0.48,10.07,Squirtle
water,0.46,8.43,Squirtle
water,0.5,8.66,Squirtle
water,0.52,8.5,Squirtle
water,0.44,9.15,Squirtle
water,0.5,8.64,Squirtle
water,0.5,8.64,Squirtle
water,0.56,9.57,Squirtle
water,0.49,8.73,Squirtle
water,0.38,8.52,Squirtle
water,0.52,9.14,Squirtle
water,0.6,7.55,Squirtle
water,0.47,9.67,Squirtle
water,0.5,7.87,Squirtle
water,0.48,8.18,Squirtle
water,0.47,8.35,Squirtle
water,0.42,10.95,Squirtle
water,0.45,10.09,Squirtle
water,0.54,8.8,Squirtle
water,0.5,9.6,Squirtle
water,0.58,9.15,Squirtle
water,0.53,9.68,Squirtle
water,0.61,8.7,Squirtle
water,0.48,8.79,Squirtle
water,0.45,9.29,Squirtle
water,0.58,7.07,Squirtle
water,0.45,8.19,Squirtle
water,0.53,8.82,Squirtle
water,0.55,10.76,Squirtle
water,0.42,8.95,Squirtle
water,0.5,9.45,Squirtle
water,0.54,10.4,Squirtle
water,0.45,8.23,Squirtle
water,0.49,10.37,Squirtle
water,0.44,9.44,Squirtle
water,0.51,9.99,Squirtle
water,0.55,10.26,Squirtle
water,0.53,9.02,Squirtle
water,0.53,9.35,Squirtle
water,0.52,9.03,Squirtle
water,0.48,9.15,Squirtle
water,0.42,8.95,Squirtle
water,0.59,9.65,Squirtle
water,0.51,8.13,Squirtle
water,0.46,8.21,Squirtle
water,0.43,8.2,Squirtle
water,0.55,9.33,Squirtle
water,0.47,9.45,Squirtle
water,0.53,8.41,Squirtle
water,0.59,9.07,Squirtle
water,0.52,10.54,Squirtle
water,0.5,8.2,Squirtle
water,0.59,7.92,Squirtle
water,0.5,8.63,Squirtle
water,0.5,8.88,Squirtle
water,0.5,9.6,Squirtle
water,0.53,10.62,Squirtle
water,0.59,8.66,Squirtle
water,0.55,9.53,Squirtle
water,0.57,9.93,Squirtle
water,0.46,7.29,Squirtle
water,0.4,7.61,Squirtle
water,0.54,8.95,Squirtle
water,0.49,8.45,Squirtle
water,0.55,8.89,Squirtle
water,0.47,10.1,Squirtle
water,0.49,8.71,Squirtle
water,0.48,8.43,Squirtle
water,0.59,8.68,Squirtle
water,0.5,10.11,Squirtle
water,0.5,10.26,Squirtle
water,0.48,8.34,Squirtle
water,0.43,7.45,Squirtle
water,0.4,9.35,Squirtle
water,0.54,9.15,Squirtle
water,0.48,8.4,Squirtle
water,0.82,21.43,Wartortle
water,0.98,23.62,Wartortle
water,1.08,19.68,Wartortle
water,1.12,22.22,Wartortle
water,1.11,22.1,Wartortle
water,0.92,24.08,Wartortle
water,1.1,26.88,Wartortle
water,0.86,24.17,Wartortle
water,1.05,25.11,Wartortle
water,1.04,21.98,Wartortle
water,0.85,21.66,Wartortle
water,0.88,21.92,Wartortle
water,1.03,24.69,Wartortle
water,1.05,25.89,Wartortle
water,1.07,20.66,Wartortle
water,0.98,23.24,Wartortle
water,1.13,20.14,Wartortle
water,1.01,21.25,Wartortle
water,0.88,20.41,Wartortle
water,1.16,20.76,Wartortle
water,1.13,18.66,Wartortle
water,1.14,18.48,Wartortle
water,0.94,20.31,Wartortle
water,1.04,22.38,Wartortle
water,0.98,24.05,Wartortle
water,1.1,22.04,Wartortle
water,1.08,21.71,Wartortle
water,1.04,22.08,Wartortle
water,1.16,17.26,Wartortle
water,0.96,19.91,Wartortle
water,1.13,18.43,Wartortle
water,0.95,20.38,Wartortle
water,0.98,22.4,Wartortle
water,0.91,24.87,Wartortle
water,1.03,20.01,Wartortle
water,0.94,27.2,Wartortle
water,0.99,24.18,Wartortle
water,0.98,24.17,Wartortle
water,1.09,22.45,Wartortle
water,0.98,24.55,Wartortle
water,1.01,20.99,Wartortle
water,0.95,21.11,Wartortle
water,1.03,25.69,Wartortle
water,1.04,23.74,Wartortle
water,0.83,20.01,Wartortle
water,1.12,19.63,Wartortle
water,0.8,23.79,Wartortle
water,0.84,17.89,Wartortle
water,1.02,25.93,Wartortle
water,0.98,23.61,Wartortle
water,1.04,19.26,Wartortle
water,1.22,23.99,Wartortle
water,0.98,23.31,Wartortle
water,1.07,20.31,Wartortle
water,1.0,24.84,Wartortle
water,1.04,23.74,Wartortle
water,1.12,21.42,Wartortle
water,0.81,24.52,Wartortle
water,0.94,22.13,Wartortle
water,0.98,24.44,Wartortle
water,0.82,18.31,Wartortle
water,1.08,19.76,Wartortle
water,0.87,23.16,Wartortle
water,0.95,22.22,Wartortle
water,1.03,25.69,Wartortle
water,0.87,19.62,Wartortle
water,1.0,21.2,Wartortle
water,0.91,20.53,Wartortle
water,1.15,25.08,Wartortle
water,0.99,19.75,Wartortle
water,0.84,23.03,Wartortle
water,0.92,19.19,Wartortle
water,1.12,22.49,Wartortle
water,1.12,20.68,Wartortle
water,0.91,23.16,Wartortle
water,0.86,23.96,Wartortle
water,1.03,24.04,Wartortle
water,1.12,22.89,Wartortle
water,0.92,22.84,Wartortle
water,0.98,20.9,Wartortle
water,0.91,23.8,Wartortle
water,1.0,24.75,Wartortle
water,1.06,22.11,Wartortle
water,1.11,23.25,Wartortle
water,1.01,18.5,Wartortle
water,0.92,21.44,Wartortle
